invest_date,period,invest,est_yearly_interest_rate,branch_id
2016-06-30,6,75073000.0,1.249090909090909,006
2017-11-20,5,22735000.0,0.98675799086758,006
2015-10-16,2,8627000.0,1.5551903114186851,006
2015-11-13,2,48522000.0,1.5503460207612456,006
2015-09-09,6,13477000.0,1.5608996539792388,006
2018-01-25,1,108555000.0,0.9301369863013699,006
2015-04-13,4,2478000.0,1.5870242214532873,006
2015-05-20,5,1562000.0,1.5804498269896194,006
2017-06-28,5,77337000.0,1.075757575757576,006
2015-05-29,2,13802000.0,1.5794117647058825,006
2016-08-31,1,50143000.0,1.1454545454545455,006
2017-08-14,3,63070000.0,1.078082191780822,006
2016-12-12,2,126445000.0,1.052964824120603,006
2016-01-05,3,196000.0,1.4853521126760563,006
2018-02-06,6,163563000.0,0.9146118721461187,006
2016-06-15,1,76090000.0,1.2825352112676056,006
2018-01-15,1,189437000.0,0.9392694063926941,006
2016-08-17,5,83148000.0,1.1636363636363638,006
2016-04-05,3,4121000.0,1.37,006
2016-12-02,1,37799000.0,1.0595979899497487,006
2018-01-16,6,39240000.0,0.9337899543378996,006
2015-07-03,4,6473000.0,1.5730103806228375,006
2016-07-20,1,50602000.0,1.221818181818182,006
2016-05-09,3,60984000.0,1.3269014084507043,006
2016-05-10,1,39453000.0,1.328169014084507,006
2015-06-16,6,8968000.0,1.57560553633218,006
2017-09-20,1,57039000.0,1.0461187214611873,006
2016-10-27,1,54305000.0,1.0813065326633167,006
2015-10-27,4,18167000.0,1.5529411764705883,006
2017-09-08,3,72663000.0,1.0552511415525114,006
2018-01-19,5,198794000.0,0.9319634703196347,006
2016-08-29,1,60291000.0,1.1490909090909092,006
2015-10-14,1,20675000.0,1.5557093425605537,006
2017-05-25,5,3399000.0,1.0345454545454547,006
2016-06-22,6,29284000.0,1.2636363636363637,006
2016-10-18,1,103629000.0,1.0867336683417086,006
2017-03-28,1,135541000.0,0.9896482412060301,006
2016-09-22,1,59839000.0,1.1054545454545455,006
2015-08-13,4,10577000.0,1.565916955017301,006
2018-02-11,3,141379000.0,0.9127853881278539,006
2018-02-12,2,52893000.0,0.9127853881278539,006
2015-11-09,4,48269000.0,1.5506920415224914,006
2016-11-01,1,79496000.0,1.0782914572864322,006
2017-06-01,2,79916000.0,1.0393939393939395,006
2017-08-24,3,31875000.0,1.0689497716894978,006
2015-09-18,1,10399000.0,1.5602076124567474,006
2015-12-02,1,19060000.0,1.5309859154929577,006
2017-06-06,3,50192000.0,1.0466666666666666,006
2017-03-21,6,58974000.0,0.9908542713567839,006
2017-07-28,3,156571000.0,1.0936073059360731,006
2018-01-26,5,56595000.0,0.9255707762557078,006
2016-03-15,2,19951000.0,1.397887323943662,006
2015-08-21,1,13090000.0,1.565051903114187,006
2015-08-20,2,5692000.0,1.565051903114187,006
